id,entry,patent_id,name,location,description,date
21,"86877. Prospero, A., Köln, Köhlhoffstr. 1. Vorrichtung zur Herstellung von Tafelglas. 21/7 95. — A 471.",86877,"Prospero, A.","Köln, Köhlhoffstr. 1",Vorrichtung zur Herstellung von Tafelglas,21/7 95
22,"86973. Böhm, E., Barnsbury, Engl.; Vertr.: A. Gerson u. G. Sachse, Berlin S.W., Friedrichstr. 10. Verfahren zur Herstellung von Glasbuchstaben. 11/11 94. — A 541.",86973,"Böhm, E.","Barnsbury, Engl.",Verfahren zur Herstellung von Glasbuchstaben,11/11 94
23,"86974. Söhnchen, M., Porta. Verfahren und Vorrichtung zur Herstellung von Flaschen u. dgl. mittels der Glasmacherpfeife. 8/9 95. — A 541.",86974,"Söhnchen, M.",Porta,Verfahren und Vorrichtung zur Herstellung von Flaschen u. dgl. mittels der Glasmacherpfeife,8/9 95
24,"87100. Hirsch, M., Radeberg b/Dresden. Verfahren zur Herstellung von Preßglasgegenständen in verschiedenen Farben. 31/10 95. — A 488.",87100,"Hirsch, M.",Radeberg b/Dresden,Verfahren zur Herstellung von Preßglasgegenständen in verschiedenen Farben,31/10 95
25,"87259. Miller, Dr N. M., Philadelphia; Vertr.: A. Schaper, Hamburg. Verfahren und Vorrichtung zur Herstellung von Glastafeln. 1/1 95. — A 541.",87259,"Miller, Dr N. M.",Philadelphia,Verfahren und Vorrichtung zur Herstellung von Glastafeln,1/1 95
26,"87311. Menzel, E., Windisch-Eschenbach, Bayr. Glasschmelzwanne. 25/7 95. — A 541.",87311,"Menzel, E.","Windisch-Eschenbach, Bayr.",Glasschmelzwanne,25/7 95
27,"87312. Menzel, E., Windisch-Eschenbach, Bayr. Glasschmelzwanne. 25/7 95. — A 519.",87312,"Menzel, E.","Windisch-Eschenbach, Bayr.",Glasschmelzwanne,25/7 95
28,"87733. Greiner, E. F., Penzig i/Schl. Vorrichtung zur Herstellung von doppelwandigen Glasgegenständen mit theilweise durchbrochener Außenwand. 29/6 95. — A 613.",87733,"Greiner, E. F.",Penzig i/Schl.,Vorrichtung zur Herstellung von doppelwandigen Glasgegenständen mit theilweise durchbrochener Außenwand,29/6 95
29,"87784. Mayer, E., Oeslau b/Koburg, Annawerk. Muffelofenanlage zum Brennen von Glas, Porzellan o. dgl. 15/11 95. — A 596.",87784,"Mayer, E.","Oeslau b/Koburg, Annawerk","Muffelofenanlage zum Brennen von Glas, Porzellan o. dgl",15/11 95
30,"88440. Bouneu, L., Brüssel; Vertr.: R. Deißler, J. Maemecke u. Fr. Deißler, Berlin C., Alexanderstr. 38. Verfahren und Vorrichtung zur Herstellung von äußeren Erhöhungen an Flaschenköpfen u. dgl. 13/11 94. — A 699.",88440,"Bouneu, L.",Brüssel,Verfahren und Vorrichtung zur Herstellung von äußeren Erhöhungen an Flaschenköpfen u. dgl,13/11 94
31,"88441. Goerisch & Co., Dresden. Verfahren zur Herstellung von in der Masse gefärbtem Kupferrubinglas beliebiger Farbenabstufungen. 2/5 95. — A 699.",88441,Goerisch & Co.,Dresden,Verfahren zur Herstellung von in der Masse gefärbtem Kupferrubinglas beliebiger Farbenabstufungen,2/5 95
32,"88521. Schubring, M., Dessau, Franzstr. 2. Vorrichtung zum Absprengen von Glasgegenständen. 23/11 94. — A 797.",88521,"Schubring, M.","Dessau, Franzstr. 2",Vorrichtung zum Absprengen von Glasgegenständen,23/11 94
33,"88615. Sächsische Glasfabrik, Aktiengesellschaft, Radeberg b/Dresden. Verfahren zum Entfärben von Glasmasse mit Hilfe von Selen und Selenverbindungen. 13/1 95. — A 746.",88615,"Sächsische Glasfabrik, Aktiengesellschaft",Radeberg b/Dresden,Verfahren zum Entfärben von Glasmasse mit Hilfe von Selen und Selenverbindungen,13/1 95
34,"89114. Eppler, A., u. E. Reimerdes, Jena u. F. Eppler, Berlin, Krausenstr. 38. Verfahren, um in Achat festhaftende Metall-Einlagen anzubringen. 6/2 95. — A 797.",89114,"Eppler, A., u. E. Reimerdes, Jena u. F. Eppler","Jena u. Berlin, Krausenstr. 38","Verfahren, um in Achat festhaftende Metall-Einlagen anzubringen",6/2 95
35,"89115. Goerisch & Co., Dresden. Vorrichtung zum Absprengen von Lampencylindern u. dgl. 11/9 95.",89115,Goerisch & Co.,Dresden,Vorrichtung zum Absprengen von Lampencylindern u. dgl,11/9 95
36,"89116. Teetz, Th., Witten a/d. R., Breitestr. 18. Verfahren zum Oeffnen des Bodens von Glaswalzen. 13/2 96. — A 850.",89116,"Teetz, Th.","Witten a/d. R., Breitestr. 18",Verfahren zum Oeffnen des Bodens von Glaswalzen,13/2 96
37,"89117. Brun, L. C., Paris; Vertr.: F. Haßlacher, Frankfurt a/M. Durch comprimirtes Gas bethätigte Glasmacherpfeife. 20/2 96. — A 851.",89117,"Brun, L. C.",Paris,Durch comprimirtes Gas bethätigte Glasmacherpfeife,20/2 96
38,"89438. Shuman, F., Philadelphia; Vertr.: E. Fehlert u. G. Loubier, Berlin N.W, Dorotheenstr. 32. Vorrichtung zur Herstellung von Drahtglas. 10/9 95.",89438,"Shuman, F.",Philadelphia,Vorrichtung zur Herstellung von Drahtglas,10/9 95
