id,entry,complete_patent
27,"BOLETTE, J. S. Maschine zum Trocknen von Wolle und anderen Faserstoffen. 29. September 1877. P. R. 1530.",1
28,"SCHAEFER, F. Ventilirte mechanische Darre. 11. Januar 1878. P. R. 2194.",1
29,"REYNOLDS, A. J. Darre für Obst und andere Produkte. 9. März 1878. P. R. 2429.",1
30,"CORRON, C. Schleuder zum Trocknen von Gespinnsten in Stränen. 5. März 1878. P. R. 2481.",1
31,"NOBACK & FRITZE, BRÜDER und JECMEN, J. Neuerungen an mechanischen Darren und Wendeapparaten. 31. März 1878. P. R. 2487.",1
32,"SIEBOLD, H., BRANDT, J. & V. NAWROCKI, G. W. Mechanischer Trockenapparat. 19. September 1877. P. R. 2493.",1
33,"BECK, F. Neuerungen an Darrhorden, bestehend in der Anbringung von Knöpfen an den Seiten der Stäbe. 3. April 1878. P. R. 2647.",1
34,"MÜHLBERG, R. Kaffeeröstvorrichtung mit beweglichen Horden. 19. März 1878. P. R. 2729.",1
35,"WEISBACH, C. H. Durchlochte Arme an rotirenden Garntrockenmaschinen mit Luftzug. 18. August 1877. P. R. 2737.",1
36,"SUDHOFF, W. genannt: GREVE. Trockenvorrichtung für Pulver und Chemikalien. 23. Januar 1878. P. R. 2757.",1
37,"HUNDHAUSEN, E. Darre für Cichorien und Rüben. 13. April 1878. P. R. 2774.",1
38,"KRUDEWIG, M. Vertikale Jalousiendarre mit besonderer Luftzirkulation. 28. März 1878. P. R. 2977.",1
39,"DONATH, J. C. und DONATH, J. T., in Firma: GEBR. DONATH und MEISSNER, O. Rotirende Trockenmaschine. 21. März 1878. P. R. 3185.",1
40,SÄCHSISCHE MASCHINENFABRIK. Trockenmaschine für Holzstoffpappe. 21. April 1878. P. R. 3201.,1
41,"STEINECKER, A. Etagendarre mit stellbarem Heissluft- und Dunstabzug. 17. Mai 1878. P. R. 3490.",1
42,"SCHROEDER, Dr., F. H. Neuerung an Centrifugen zum Aufhängen von Gefäfsen. 17. März 1878. P. R. 3659.",1
43,"BÖGEL, C. Innere Einrichtung von Schleudertrommeln. 17. Juli 1877. P. R. 3756.",1
44,"FULLER, L. K. Verfahren zum Trocknen. 9. April 1878. P. R. 3857.",1
45,"SELWIG & LANGE. Neuerungen in der Konstruktion der Schleudern, bestehend in der Anwendung eines aus Schmiedeeisen oder Stahlblech hergestellten Untersatzes. 23. Juli 1878. P. R. 4255.",1
46,"NOKE, H. E. Trocken- und Darrapparat mit rotirenden Trommeln. Zusatzpatent zu P. R. 1432. 30. Mai 1878. P. R. 4297.",1
47,"SARTORI, K. Vorrichtung zum Rühren und Fortbewegen feinkörniger Mineralien auf ebenen Flächen behufs Trocknung und Röstung. 25. Mai 1878. P. R. 4295.",1
