id,entry,complete_patent
26,"87311. Menzel, C., Windisch - Eschenbach, Bayr. Glasschmelzwanne. 25/7 95. — A 541.",1
27,"87312. Menzel, C., Windisch - Eschenbach, Bayr. Glasschmelzwanne. 25/7 95. — A 519.",1
28,"87733. Greiner, C. F., Penzig i/Schl. Vorrichtung zur Herstellung von doppelwandigen Glasgegenständen mit theilweise durchbrochener Außenwand. 29/6 95. — A 613.",1
29,"87784. Mayer, C., Deslau b/Coburg, Annawerk. Muffelofenanlage zum Brennen von Glas, Porzellan o. dgl. 15/11 95. — A 596.",1
30,"88440. Bouneu, L., Brüssel; Vertr.: R. Deißler, F. Maemecke u. Fr. Deißler, Berlin C., Alexanderstr. 38. Verfahren und Vorrichtung zur Herstellung von äußeren Erhöhungen an Flaschenköpfen u. dgl. 13/11 94. — A 699.",1
31,"88441. Goerisch & Co., Dresden. Verfahren zur Herstellung von in der Masse gefärbtem Kupferrubinglas beliebiger Farbenabstufungen. 2/5 95. — A 699.",1
32,"88521. Schubring, M., Dessau, Franzstr. 2. Vorrichtung zum Absprengen von Glasgegenständen. 23/11 94. — A 797.",1
33,"88615. Sächsische Glasfabrik, Aktiengesellschaft, Radeberg b/Dresden. Verfahren zum Entfärben von Glasmasse mit Hilfe von Selen und Selenverbindungen. 13/1 95. — A 746.",1
34,"89114. Eppler, A., u. C. Reimerdes, Jena u. F. Eppler, Berlin, Krausnickstr. 38. Verfahren, um in Achat festhaftende Metall-Einlagen anzubringen. 6/2 95. — A 797.",1
35,"89115. Goerisch & Co., Dresden. Vorrichtung zum Absprengen von Lampencylindern u. dgl. 11/9 95.",1
36,"89116. Teek, Th., Witten a/d. R., Breitestr. 18. Verfahren zum Deffnen des Bodens von Glaswalzen. 13/2 96. — A 850.",1
37,"89117. Brun, L. C., Paris; Vertr.: F. Haßlacher, Frankfurt a/M. Durch comprimirtes Gas bethätigte Glasmacherpfeife. 20/2 96. — A 851.",1
38,"89438. Shuman, F., Philadelphia; Vertr.: C. Fehlert u. G. Loubier, Berlin N.W., Dorotheenstr. 32. Vorrichtung zur Herstellung von Drahtglas. 10/9 95.",1
