id,entry,complete_patent
12,"(†) 42211. — FRENZEL, CH. F., in Chemnitz, Brückenstraſse 18. Befestigung von Cylinderdeckeln. 4. August 1887. — A 69.",1
13,"42238. — CRAIG, W., in Brooklyn, V. St. A.; Vertreter: F. ENGEL in Hamburg. Kondensator für direkt wirkende Dampfpumpen und Dampfmaschinen. 10. Juni 1887. — A 121.",1
14,"42433. — SMITH, E. ST., und R. V. PIERCE in Buffalo, New-York, V. St. A.; Vertreter: WIRTH & CO. in Frankfurt a. M. Halbkugelige Dampfmaschine. 20. Juli 1887. — A 244.",1
15,"42582. — LEUTERT, E., in Halle a. S.-Giebichenstein. Trapezschieber - Steuerung. 26. August 1887. — A 180.",1
16,"42583. — SCHMIDT, WILH., in Halberstadt, Plantagenstraſse 8. Neuerung an einem mit dem 1877—1888. Dampferzeuger verbundenen Kleinmotor. (Zusatz zum Patent 40162.) 1. September 1887. — A 180.",1
17,"(†) 42781. — KRUMBHORN, E., in Aachen. Dampfabsperrvorrichtung für Dampfmaschinen. 10. Juni 1887. — A 319.",1
18,"(†) 42787. — HENZE JR., J., und A. TÜRPE in Dresden. Steuerung für die Dampfeinlaſsschieber an rotirenden Maschinen mit radialen Fallschiebern. 29. Juni 1887. — A 306.",1
19,"42813. — SCHMIDT, W., in Halberstadt, Plantagenstraſse 8. Mechanismus zur Regelung der Dampfzuströmung bei Dampfmaschinen. (I. Zusatz zum Patent 39574.) 17. September 1887. — A 320.",1
20,"(†) 42820. — MORRISON, J. J., in Oliveria, J. W. JUDY in Farmersville, N. T. HICKS in Farmersville und J. B. HARRIS in Terrell, Texas, V. St. A.; Vertreter: F. C. GLASER, Königl. Kommissionsrath in Berlin SW., Lindenstr. 80. Dampfmaschine mit drei Kolben. 5. Oktober 1886. — A 306.",1
21,"42831. — SIEPERMANN, A., in Barmen - Wichlinghausen. Zwangläufige Steuerung für Dampfmaschinen. 29. September 1887. — A 320.",1
22,"42832. — SPIES SÖHNE, FRIEDR., in Barmen. Zwangläufige Ventilsteuerung. 2. Oktober 1887. — A 321.",1
23,"42863. — SEIFFERT, K., in Leipzig, Thalstraſse Nr. 25 II. Zwangläufige Ventilsteuerung. 14. September 1887. — A 307.",1
24,"42878. — SCHMIDT, W., in Halberstadt, Plantagenstraſse 8. Mechanismus zur Regelung der Dampfzuströmung bei Dampfmaschinen. (II. Zusatz zum Patent 39574.) 17. September 1887. — A 320.",1
25,"42886. — WISKE, F., in Barum bei Braunschweig. Auslaſssteuerung an Dampfmaschinen. 2. August 1887. — A 339.",1
26,"42930. — MAACK, G., in Köln. Hammer-Anordnung bei TREMPER'schen Regulirapparaten. 9. September 1887. — A 340.",1
27,"(†) 43016. — KLEIN, J., Frankenthaler Maschinen- und Armatur-Fabrik in Frankenthal, Rheinpfalz. Steuerung für sogenannte Duplex-Dampfpumpen. 20. August 1887. — A 307.",1
28,"43051. — RAITHEL, E., in Berneck. Dampfmotor für Dreiräder. 30. August 1887. — A 340.",1
29,"43188. — MUELLER, O. H., in Gmunden; Vertreter: F. ENGEL in Hamburg. Dampfmaschine mit drei- oder vierstufiger Expansion. 13. Juli 1887. — A 340.",1
30,"43224. — BÖHNER, LUD., in Nürnberg. Drehbares, vom Regulator beeinfluſstes Präzisionsventil für Dampfmaschinen. 14. Mai 1887. — A 341.",1
31,"43339. — MÖLLER, K. & TH., in Kupferhammer bei Brackwede i. W. Steuerung von Maschinen mittelst des Arbeitskolbens. (IV. Zusatz zum Patent 39953.) 19. Juli 1887. — A 368.",1
32,"43353. — LAUGALL, M. H., in Berlin N., Fennstraſse 21. Vom Regulator beeinfluſster Regulirapparat für Dampfmaschinen. 26. Oktober 1887. — A 368.",1
33,"(†) 43496. — RADEMACHER, J., in Berlin, Elsasserstraſse 29, und F. VOSS in Köln a. Rh., Venloerstraſse 14. Expansions-Regulirapparat für Dampfmaschinen. 25. Mai 1887. — A 435.",1
34,"43575. — PFAFF, C., Professor in Wien IX., Währingerstraſse 59; Vertreter: Firma CARL PIEPER in Berlin SW., Gneisenaustraſse 110. Präzisionssteuerung für Dampfmaschinen. 23. Juli 1887. — A 436.",1
