id,entry,complete_patent
12,"57887. — LANGER, TH., in Nimburg, Böhmen; Vertreter: R. LÜDERS in Görlitz. Schmelzender Einsatz für Härtezzwecke. (Zusatz zum Patente Nr. 55544.) 24. Januar 1891. — A 663.",1
13,"58804. — MACKINTIRE, J., in Sheffield, 27 Victoria Road, Broomhall Park, Grafsch. York, England; Vertreter: C. PIEPER in Berlin N.W., Hindersinstraſse 3. Schmelzen von Eisen mit Zuschlägen. 20. November 1890. — A 939.",1
14,"59295. — MANNESMANN, R., in Berlin N.W., Pariser Platz 6. Verfahren und Einrichtungen zum Mischen feuerflüssiger Stoffe. 3. Februar 1891. — A 1087.",1
15,"59930. — SIEMENS, F., in Dresden. Flammofen zur Herstellung von Fluſseisen, zum Schmelzen von Metallen, sowie zum Glühen und Rösten von Erzen. 29. Oktober 1890.",1
16,"60019. — DANGO & DIENENTHAL in Siegen-Sieghütte, Westf. Windform. 17. Februar 1891.",1
17,"60078. — THE CARBON IRON COMPANY in New-York, V. St. A.; Vertreter: J. MOELLER in Würzburg. Verfahren zur Gewinnung eines hochgekohlten Eisens unmittelbar aus Erzen unter Benutzung eines Kupolofens. 26. November 1890.",1
18,"60265. — DANTON, J. D., in Paris; Vertreter: F. C. GLASER, Königl. Geh. Kommissionsrath, in Berlin S.W., Lindenstr. 80. Verfahren zur Herstellung von Roheisen. 23. Mai 1890.",1
19,"60268. — IMBERT, A., und G. JULLIEN in Paris, Chaussée d'Antin Nr. 58 bis; Vertreter: F. EDMUND THODE & KNOOP in Dresden. Verfahren zur Herstellung von Metallblöcken aus ungeschmolzenem Metall. 8. Januar 1891.",1
20,"60528. — MANNESMANN, R., in Berlin N.W., Pariser Platz 6. Verfahren und Einrichtung, um feste Körper in feuerflüssige Bäder einzuführen oder dieselben und feuerflüssige Bäder auf einander einwirken zu lassen. 17. Februar 1891.",1
21,"(†) 55465. — ZIMMERMANN, E., in Hanau, Neue Anlage 8. Schienennagel mit abnehmbarer Stütze. 10. Mai 1890. — A 192.",1
22,"55476. — SCHULER, J., in Bochum. Schienenstofsverbindung. 10. August 1890. — A 169.",1
23,"55816. — FRIEDLAENDER & JOSEPHSON in Berlin N., Sellerstr. 6. Stofsfangschiene. 28. August 1890. — A 239.",1
24,"(†) 55890. — REINECKE, E., und F. HOHMANN in Leipzig-Neusellerhausen, Hauptstr. Nr. 1. Strafsenkehrmaschine mit schwingender Bürste. 30. Juli 1890. — A 269.",1
25,"56040. — DICKERTMANN, G., in Berlin S.W., Friedrichstraſse 52. Querverbindung bei einem Langschwellen-Oberbau. (Zusatz zum Patente Nr. 52549.) 10. August 1890. — A 320.",1
26,"56125. — CULIN, G. A. A., in Hamburg, Wandsbecker Chaussee Nr. 11. Langschwellen-Oberbau für Strafsen-Eisenbahnen. 30. September 1890. — A 341.",1
27,"(†) 56248. — PÜHLER, G., in München. Einsatzstück für Schienenstöfse. 13. August 1890. — A 341.",1
28,56254. — MASCHINENFABRIK DEUTSCHLAND in Dortmund. Weiche mit zur Fahrschiene parallel verstellbaren Zungen. 18. September 1890. — A 341.,1
29,"56365. — NOSSIAN, W., und J. OEHLER in Wien; Vertreter: M. M. ROTTEN in Berlin N.W., Schiffbauerdamm 29a. Kehrichtwagen. 19. Juni 1890. — A 341.",1
30,"56647. — PFISTER, J., in Agram; Vertreter: R. LÜDERS in Görlitz. Schienennagel mit Vorrichtung zur Aufnahme eines Sicherheitsnagels. 19. Oktober 1890. — A 433.",1
31,"(†) 56798. — HUET, P., im Haag, Holland, Laan van Meerdervoort Nr. 101; Vertreter: E. LIEBING (ALFRED LORENTZ Nachf.) in Berlin N., Chausseestr. 38. Schraubenbolzen mit Hülse zur Befestigung in Holz. 27. Juni 1890. — A 491.",1
32,"56831. — DAVIES, TH., in Toronto, Ontario, Canada; Vertreter: H. & W. PATAKY in Berlin N.W., Luisenstraſse 25. Schienenstuhl, welcher gleichzeitig zur Schraubensicherung dient. 8. November 1890. — A 491.",1
33,"57185. — BARRETT, TH., und E. A. COPP in Adelaide, Victoria Buildings, Greenfield Street, Südaustralien; Vertreter: H. & W. PATAKY in Ber",0
