id,entry,complete_patent
24,"201571. Brown, Boveri & Cie Akt.-Ges., Mannheim-Käferthal. Steuervorrichtung für Aufzugselektromotoren. 9/1 07. — A 2390.",1
25,"201572. Benoit, Georg, Karlsruhe i/B., Hirschstr. 110. Spindelkletteraufzug. 28/5 07. — A 2440.",1
26,"201573. von Forster, Hans, Frankfurt a/M., Roseggerstr. 32. Paternosteraufzug. 5/11 07. — A 2390.",1
27,"201574. Salau & Birkholz, Essen, Ruhr. Aufschiebevorrichtung für Förderwagen an Förderschächten. 26/2 08. — A 2440.",1
28,"201779. The Brown Hoisting Machinery Co., Cleveland, V. St. A.; Vertr.: M. Schmetz, Pat.-Anw. Aachen. Aufzug, insbesondere für Hochöfen 20/4 07. — A 2439.",1
29,"201780. Haniel & Lueg, Düsseldorf-Grafenberg. Verriegelbare, durch Gewichts- oder Federdruck selbsttätig ausrückende Aufsetzvorrichtung für Förderkörbe. 2/7 07. — A 2441.",1
30,"201781. Flohr, Carl, Fa., Berlin. Sicherheitstürverschluß an Aufzugsschachttüren. 22/2 08. — A 2440.",1
31,"201911. Weismann, Carl, Cöln, Werderstr. 37. Neil-Fangvorrichtung für Aufzüge und ähnliche Fördereinrichtungen. 27/11 07. — A 2492.",1
32,"201962. Stähler, Heinr., Fa., Niederseuz i/L. Förderwagen mit auf dem Wagenrahmen drehbar gelagerten, den Kübel tragenden Teil für Hochofenschrägaufzüge, bei denen der Kübel nach dem Ausfahren des Wagens in seiner untersten Stellung durch weiteres Nachlassen des Förderseiles in die Lade-Grube gesenkt wird. 19/6 07. — A 2492.",1
33,"202187. Stahl, R., Fa., Stuttgart. Schutzwand-Anordnung für Paternoster-Aufzüge. 3/3 08. — A 2545.",1
34,"202281. Heitmann, Eduard, Friedenau b/Berlin, Peter Vischerstr. 8. Seilklemme zur Befestigung des Förderkorbes am Förderseil. 12/3 08. — A 2597.",1
35,"202651. Flohr, Carl, Fa., Berlin. Entriegelung an Aufzugs-Schachttüren. 31/3 07. — A 2659.",1
36,"202972. Henrard, Samuel, Lüttich; Vertr.: C. Röstel u. K. H. Horn, Pat.-Anwälte, Berlin S.W. 11. Fangvorrichtung für Förderkörbe und ähnliche Einrichtungen. 26/1 07. — A 2759.",1
37,"202973. Moncheur, Charles, Brüssel; Vertr.: R. Deißler, Dr G. Döllner, M. Seiler u. E. Maemecke, Pat.-Anwälte, Berlin S.W. 61. Vorrichtung zum selbsttätigen Festklemmen von Fahrstühlen bei Seilbrüchen. 16/6 07. — A 2760.",1
38,"202974. Böhme sen., Wilhelm, Oberkassel b/Bonn. Fangvorrichtung für Aufzugs- und Fördereinrichtungen. 13/11 07. — A 2759.",1
39,"202975. Flohr, Carl, Fa., Berlin. Sperrung des Schiebers an Basküle- oder ähnlichen Verschlüssen der Aufzugsschachttüren. 26/11 07. — A 2760.",1
40,"202976. Flohr, Carl, Fa., Berlin. Sicherheitstürverschluß an Aufzugs-Schachttüren. 22/2 08. — A 2760.",1
41,"202977. Salau & Birkholz, Essen, Ruhr. Reinigungsvorrichtung für Förderseile. 2/4 08. — A 2759.",1
