id,entry
11,"276 700. Wizel, Albert, Ludwigsburg, Wilhelmstr. 45. Radreifen aus Gummi mit querdurchgehenden, versetzt übereinander angeordneten Hohlräumen; Zus. z. Pat. 266 242. 2/7 13. — A 1777."
12,"276 701. Sarlabous, Germain, Saint-Matory, Garonne, Frankreich; Vertr.: Dipl.-Ing. C. Fehlert, G. Loubier, F. Harmsen, A. Büttner u. E. Meißner, Pat.-Anwälte, Berlin S.W. 61. Elastischer Radreifen, insbesondere für Motorwagen, mit einer Reihe um das Rad herum angeordneter, elastischer Hohlglieder. 17/8 13. Frankreich 7/9 12. — A 1777."
13,"277 451. Herkules Pneumatik-Werke G. m. b. H., Bremen. Schutzmantel für Luftradreifen; Zus. z. Pat. 268 954. 20/12 13. — A 1940."
14,"277 452. Machine-Rijwiel-en Automobielenfabriek Simplex, Amsterdam; Vertr.: C. Gronert u. W. Zimmermann, Pat.-Anwälte, Berlin S.W. 61. Fußpumpe zum Aufblasen von Luftreifen. 13/11 13. Niederlande 14/6 13. — A 1940."
15,"277 932. Woodwell, William Enston, Pittsburg, Penns., V. St. A.; Vertr.: Dr L. Gottcho, Pat.-Anw., Berlin W. 8. Vorrichtung zum Aufbringen von Gleitschutzketten auf die Reifen von Kraftwagenrädern. 24/7 13. V. St. Amerika 9/12 12. — A 2024."
16,"277 985. Smith, Andrew Minetree, Petersburg, Virginia, V. St. A.; Vertr.: R. Heering, Pat.-Anw., Berlin S.W. 61. Elastischer Radreifen mit auswechselbaren, ineinandergreifenden Segmenten mit seitlichen Hohlräumen und einem mittleren, über den seitlichen Hohlräumen angeordneten, unterstützten Hilfshohlraum. 2/3 13. — A 2069. Priorität aus der Anmeldung in den Vereinigten Staaten von Amerika vom 27/7 12 anerkannt."
17,"277 986. Weidmann, Dr-Ing. Carl, Leichlingen, Rhld. Gummiradreifen für Kraftwagenräder, bei dem ein Gummireifen mit quer über diesem angeordneten Metallbügeln versehen ist, die durch Nasen an seitlichen Ringen gehalten werden. 1/10 12. — A 2069."
18,"277 987. The de Laski & Thropp Circular Woven Tire Company, Trenton, New Jersey, V. St. A. Vertr.: W. Löser u. Dipl.-Ing. O. H. Knoop, Pat.-Anwälte, Dresden. Maschine zur Herstellung von Laufmänteln. 6/3 12. — A 2069."
19,"278 564. Schragin, Ch., Berlin-Pankow, Kaiser-Friedrich-Str. 74. Vollgummireifen mit Luftkammern für Kraftwagenräder. 1/6 13. — A 2172."
20,"278 565. Morsching, Max, Ostriß i/Sa. Radreifen und Radkranz umfassende, federnde Befestigungsvorrichtung für Gleitschutzstollen an Luftreifen. 19/11 13. — A 2173."
21,"278 693. Posnansky, Leon, Friedrichshagen b/Berlin, Seestr. 79. Druckluftbereifung für Fahrzeugräder. 24/7 13. — A 2230."
22,"278 753. Bell, Ernst Julius, Foche b/Solingen. Laufdecke aus hochkant aneinander gereihten Laufstücken an Schutzmänteln von Luftradreifen. 8/11 13. — A 2230."
23,"279 285. Jacobeit, Rudolf, Königsberg i/Pr., Rosenstr. 21a. Am Motorwagen befestigte Luftpumpe. 12/10 13. — A 2338."
24,"279 483. Christophersen, Hagbart Sylvester, Odense, Dänemark; Vertr.: Dr G. Döllner. W. Seiler u. C. Maemecke, Pat.-Anwälte, Berlin S.W. 61. Vorrichtung zur akustischen Angabe des Entweichens von Luft bei Luftreifen. 23/11 13. — A 2392."
25,"279 484. Breuer, Eduard, Pilsen, Böhmen; Vertr.: F. Apitz, Pat.-Anw., Berlin S.W. 11. Luftradreifen oder Luftschlauch. 30/11 12. — A 2392."
26,"279 666. Lepelmann, Carl, Geldern, vor dem Harttor 13. Luftradreifen, bei welchem der Luftschlauch einen verdickten Teil besitzt, der Verletzungen selbsttätig schließt. 17/1 14. — A 2451."
27,"279 801. Wizel, Albert, Ludwigsburg, Wilhelmstr. 45. Radreifen aus Gummi mit versetzt übereinander angeordneten Hohlräumen; Zus. z. Pat. 266 242. 9/1 14. — A 2451."
28,"279 980. Divine Tire Company, Utica, New York; Vertr.: Dr K. Michaelis, Pat.-Anw., Berlin W. 35. Verfahren zur Herstellung von Radreifen aus Scheiben, die radial zu einem Ring nebeneinander geschichtet sind. 15/2 13. — A 2501."
