id,entry
23,"81791. Badische Anilin- und Soda-Fabrik, Ludwigshafen a/Rh. Verfahren zur Erzeugung von Farbstoffen auf der Faser vermittels der Nitrosoamine primärer aromatischer Amidoverbindungen. 17/12 93. — A 587."
24,"81795. Schaß, Dr, M.-Gladbach. Eine Stückfärbmaschine für Verwendung von Entwicklungsfarben. 22/5 94. — A 551."
25,"81891. Geßner, C., Aue i/S. Ausputzvorrichtung für Rauhmaschinen. 17/6 90. — A 552."
26,"82049. Wiebel, F., Elberfeld. Verfahren zur Erzeugung wechselnder Farbenabstufungen beim Bedrucken von Textil- und anderen Stoffen mittelst endloser Schablonen unter Beibehaltung derselben Farbe und desselben Farbwerkes. 6/3 94. — A 552."
27,"82061. Wilke, C. G., Guben. Verfahren zur Herstellung vertiefter oder erhabener Muster auf Hüten, Filz, Tuch u. dgl. 4/10 94. — A 572."
28,"82219. Illingworth, Th., Bradford; Vertr.: F. C. Glaser u. L. Glaser, Berlin S.W., Lindenstr. 80. Dämpfapparat für Gewebe. 13/9 94. — A 619."
29,"82325. Gebauer, Fr., Firma, Charlottenburg, Franklinstr. 9. Apparat zum Färben, Bleichen, Imprägniren u. s. w. von Garn, Webwaaren u. dgl. 6/7 94. — A 675."
30,"82329. Lohmann, A., M.-Gladbach, Speikerstr. 50/53. Trockenapparat für Garne, Stoffe u. s. w. mit elektrisch geheizten Walzenpaaren. 10/10 94. — A 648."
31,"82330. Godfrey, H. W., Th. J. Leake, u. Th. C. Lucas, Staines, Middl., Engl.; Vertr.: Rob. R. Schmidt u. H. C. Schmidt, Berlin W., Potsdamerstr. 141. Maschine zur Herstellung von Linoleum-Mosaik u. dgl. aus gekörnter Deckmasse. 11/10 94. — A 648."
32,"82340. Ermbter, H. H., Neuß, Neustr. 17. Typenscheibe zum Aufdrucken von Maßen auf Gewebe, Papier u. s. w. 22/2 95. — A 648."
33,"82446. Badische Anilin- und Soda-Fabrik, Ludwigshafen a/Rh. Verfahren zur Erzeugung von gelben Färbungen auf Seide vermittels Diazoverbindungen oder Nitrosaminen. 22/7 94. — A 693."
34,"82456. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Herstellung bordeauxbrauner Farbstoffe auf der Faser aus der Diazoverbindung des Nitrotolidins und β-Naphthol. (Zus. z. Pat. 80409.) 1/9 94. — A 694."
35,"82463. Dohrmann, W., Lübeck. Wickelbrett für Gewebe mit ausziehbaren Randleisten zum gleichzeitigen Aufwickeln mehrerer Stoffbahnen neben einander. 9/1 95. — A 648."
36,"82527. Scrive, C., u. A. Scrive, Lille, Nord, Frankr.; Vertr.: R. Krayn, Berlin N.W., Karlstr. 27. Metallischer Kratzenbeschlag für Rauhmaschinen. 21/6 94. — A 648."
37,"82623. Zuurdegg, Dr J., Freiburg i/B. Verfahren zum Färben und Wasserdichtmachen von Geweben. 13/11 94. — A 694."
38,"82677. Wiebel, F., Elberfeld. Parallelführung"
