id,entry
22,"(†) 21949. — BONARDEL, J., in Berlin, Kl. Andreasstrafse 9. Kombinirte Nadelsicherung und Schutzvorrichtung für Broches, Busennadeln u. s. w. 5. Oktober 1882. — A 246."
23,"(†) 21950. — LERCHNER, F., in Berlin, Wasserthorstrafse 75. Tabakspfeife. 13. Oktober 1882. — A 276."
24,"(†) 22158. — HAMBRUCH, H. F., in Hamburg. Korkzieher mit Nufsknacker. 16. September 1882. — A 292."
25,"(†) 22160. — GOLL, A. T., in Frankfurt a. M., Kaiserhofstr. 14. Nach der Dicke des Stoffes verstellbarer Durchsteck-Knopf. 19. Juli 1882. — A 321."
26,"22162. — BRAY, M., in Newton, Mass., V. St. A.; Vertreter: WIRTH & Co. in Frankfurt am Main. Herstellung von Schnürhaken für Stiefel, Schuhe u. drgl. 25. Juli 1882. — A 304."
27,"(†) 22165. — BUSSLER, P., in Berlin S., Wasserthorstrafse 30. Cigarrenspender. 18. August 1882. — A 333."
28,"22171. — WALDEN, W. J., in London; Vertreter: BRYDGES & Co. in Berlin SW., Königgrätzerstrafse 107. Federnder Knopf für Gamaschen, Schuhwerk, Handschuhe, Corsets u. drgl. 17. Oktober 1882. — A 304."
29,"(†) 22237. — WOLLENBERG, O., in Berlin. Verschlufsvorrichtung für Dosen, Schachteln u. drgl. 13. September 1882. — A 305."
30,"(†) 22238. — BLAU, M., in Berlin. Hülse für Zündholzschachteln mit Cigarrenabschneider. 17. September 1882. — A 305."
31,"(†) 22445. — PÖSCHEL, ROB., in Göfsnitz in Sachsen. Metall-Schraubenöse für Knöpfe. 15. September 1882. — A 348."
32,"(†) 22455. — NEUSS, H. F., in Aachen. Karte zum Aufstecken von Nadeln. 10. November 1882. — A 333."
33,"22490. — HIEKE, A., in Tyssa in Böhmen; Vertreter: P. W. DOEPNER in Berlin S., Prinzenstrafse 73. Verfahren zur Herstellung von Knöpfen mit vertieft liegender Oese. 14. Oktober 1882. — A 333."
34,"22691. — NOEH, H., in Berlin, Grimmstr. 38. Briefwaage mit Petschaft bezw. auch Cigarrenabschneider. 10. September 1882. — A 361."
35,"22692. — NOEH, H., in Berlin, Grimmstr. 38. Briefwaage mit Bleistift oder Federhalter. 10. September 1882. — A 361."
36,"22868. — DANKHOFF, F., in Berlin, Triftstrafse 41. Pfeifenkopf. 12. Oktober 1882. — A 389."
