id,entry
12,"WITTENBERG, F., in Mülheim a. Rh. Neuerungen in der Konstruktion und Ladung der inneren Kapsel bei Dynamitsprenghütchen zur Erzielung eines möglichst günstigen Anfangsreizes für die Sprenghütchens, welches je nach dem beabsichtigten Zwecke entweder gesondert von einer geladenen äusseren Kapsel oder in Verbindung mit einer solchen zu benutzen ist. (Zweiter Zusatz zu P. R. 1759.) 22. April 1879. P. R. 7763."
13,"SUDHEIM & KOPPEN in Cassel bezw. Hofgeismar. Verfahren zur Herstellung von Zündhölzern unter Anwendung von Nitrocellulose oder von Schwefel in Verbindung mit Naphtalin, Kolophonium etc. als Deckungsmasse. (Zusatz zu P. R. 6051.) 4. April 1879. P. R. 7784."
14,"BATCHELDER, W. W., in New-York; Vertreter: WIRTH & Co. in Frankfurt a. M. Feuerzeug mit Lunte, welche durch Reibung von Phosphor mit chlorsaurem Kalium entzündet wird. 30. Mai 1879. P. R. 7797."
15,"SCHRÖTER, H., Mechaniker in Sommerfeld, N.-L., Wilhelmstrasse 203. Elektrische Zündvorrichtung an Wasserstoffgas - Feuerzeugen. 22. Mai 1879. P. R. 8015."
16,BRAUN & BLOEM in Düsseldorf. Abgeschwächter
17,ringförmiger oder sternförmiger Boden an Sprengzündhütchen. 14. Februar 1879. P. R. 8356.
18,"KURTZ, K., Ingenieur in Cöln, Eigelstein 24. Neuerungen an dem Verfahren und den Apparaten zur Nitrirung von Glycerin bei ununterbrochener Ableitung des entstandenen Nitroglycerins aus dem Mischgefäfs und unter Anwendung von komprimirter Luft zum Mischen und Kühlen. (Zusatz zu P. R. 6208.) 22. Mai 1879. P. R. 8463."
19,"LAY, J. L., in Paris; Vertreter: LENZ & SCHMIDT in Berlin. Neuerungen an electrischen Apparaten zum Leiten, Controlliren und Abfeuern von TorpedoBooten. (Zusatz zu P. R. 7170.) 10. April 1879. P. R. 8653."
20,"BLOCK, S., Patent-Bank-Institut, in Berlin. Cigarettenmaschine. 19. September 1877. P. R. 1330."
21,"STRAUSS, A., in London; Vertreter: F. ENGEL in Hamburg. Verschluss an Cigaretten ohne Mundstück. 30. November 1877. P. R. 1420."
22,"LOHSE, W. O., Cigarrenfabrikant in Hamburg. Maschine zum Abschneiden der Cigarren auf genaue Länge. 8. Januar 1878. P. R. 1474."
23,"MESSMER, H., Fabrikant in Magdeburg. Apparat und Verfahren zum Auflockern und Anfeuchten von Rohtabak. 12. Januar 1878. P. R. 1564."
24,"MENKEN, J. W., in Freiburg i. B. Tabaks-Dämpfapparat. 7. Dezember 1877. P. R. 1645."
25,DONATH & JASPER in Dresden. Cigarren-Wickelmaschine mit selbstthätiger Tuchentnahme und zugehöriger Füllvorrichtung. 18. Januar 1878. P. R. 1792.
26,"HERTWIG, A., Cigarrenfabrikant in Mühlhausen i. Th. Cigarrenwickelformen mit Metallhülsen. 22. August 1877. P. R. 2083."
27,"WUTKE, H., in Breslau. Verfahren und Apparate zur Herstellung von Fasertabak aus Tabakrippen. 20. November 1877. P. R. 2497."
28,"WENDEROTH, E., in Bremen. Apparat für Nachfermation von Tabak ohne Zusatz von Farbstoffen oder der Gesundheit nachtheiligen Substanzen. 11. Dezember 1877. P. R. 2651."
29,"CITROEN, A. B., in Berlin. Neuerungen an Cigaretten-Mundstücken aus Glas. 4. April 1878. P. R. 2659."
30,"WISLOH, C. F., in Bremen. Cigarettenwickler. 12. März 1878. P. R. 2745."
31,"OSENBRÜCK & Co., Maschinenfabrikanten in Hemelingen bei Bremen. Schüttel- und Trennform für Cigarrenfabrikation. 1. Dezember 1877. P. R. 3754."
32,"OSENBRÜCK & Co., Maschinenfabrikanten in Hemelingen bei Bremen. Wickelform für Cigarrenfabrikation. 13. Juli 1877. P. R. 3755."
33,"WILKENS, C. B. TH., in Bremen, Knochenhauerstr. 10. Verfahren zur Herstellung nikotinfreien Tabaks und dazu gehörige Apparate. 17. Mai 1878. P. R. 4293."
34,"GROSSKOPF, L., in Königsberg i. Pr. Neuerungen in der Herstellung von Cigaretten mit Tabakdeckblatt. 16. Juli 1878. P. R. 4304."
35,"MAYER BROTHERS & HAEHNEL in New-Orleans, Staat Louisiana in Amerika; Vertreter: J. BRANDT & G. W. v. NAWROCKI in Berlin, Leipzigerstr. 124. Maschine zum Ausschneiden von Cigarren-Deckblättern. 13. Juni 1878. P. R. 4463."
36,"PEARL, A., in New-York; Vertreter: WIRTH & Co. in Frankfurt a. M. Tabak-Schneidemaschine. 8. September 1878. P. R. 4498."
