id,entry
19,"190450. Seyboth, Gebrüder, München. Verfahren zur"
20,Herstellung von Phosphormetallen. 30/9 06. — A 3060.
21,"190626. Natig, Dr Fritz, Neu-Staßfurt, Salzbergwerk. Verfahren zur Darstellung von Chloraten durch Elektrolyse angesäuerter Alkali- oder Erdalkalichloridlösungen. 24/2 06. — A 3060."
22,"191594. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Herstellung von kristallisiertem Natriumhydrosulfithydrat. 27/9 06."
23,"191595. Borchers, Dr Wilhelm, Ludwigsallee 15, u. Erich Beck, Lütticherstr. 123, Aachen. Verfahren zur Darstellung von Hydriden aus Metallsalzen mit Hilfe von Wasserstoff. 30/10 06."
24,"191596. Chemische Fabrik auf Aktien (vorm. E. Schering), Berlin. Verfahren und Ofen zur Herstellung schwefliger Säure durch Verbrennen von Schwefel. 13/3 07."
25,"191723. Fromont, Louis Georges, Brüssel; Vertr.: F. Haßlacher u. E. Dippel, Pat.-Anwälte, Frankfurt a/M.1. Bleikammer für die Schwefelsäurefabrikation. 28/2 07."
26,"191830. Schollmeyer, G., Cöthen, Anh. Verfahren zur Verarbeitung von Chlorcalcium auf Salzsäure und Fluorcalcium. 4/4 07."
27,"191912. Badische Anilin- & Soda-Fabrik, Ludwigshafen a/Rh. Verfahren zur Konzentration von Salpetersäure mittels wasserbindender Salze; Zus. z. Pat. 189865. 25/11 06."
28,"192155. Gaillard, Antonio, Barcelona, Spanien; Vertr.: E. Schmatolla, Pat.-Anw., Berlin S.W. 11. Vorrichtung zum Konzentrieren von Schwefelsäure durch Einwirkenlassen heißer Gase auf zerstäubte Schwefelsäure. 27/5 06."
29,"192156. Riedel, J. D., Akt.-Ges., Berlin. Verfahren zur Herstellung von wasserhaltigen Aluminatsilikaten oder künstlichen Zeolithen; Zus. z. Pat. 186630. 4/7 06."
30,"192472. Walter, Dr Arthur, Neapel; Vertr.: H. Betche, Pat.-Anw., Berlin S. 14. Verfahren und Vorrichtung zur unmittelbaren Gewinnung von geschmolzenem Schwefel und von Schwefelblüte aus Schwefelmineralien. 14/2 07."
31,"192518. Walter, Dr Arthur, Neapel; Vertr.: H. Betche, Pat.-Anw., Berlin S. 14. Verfahren und Einrichtung zur gleichzeitigen Gewinnung von Schwefel beim Rösten von Schwefelmineral. 24/2 07."
32,"192815. Köhler, Dr Hippolyt, Berlin, Frobenstr. 3. Verfahren zur Herstellung von fein verteiltem Schwefel. 29/5 06."
33,"192883. Bender, Oscar, Neu-Babelsberg b/Berlin. Verfahren zur Darstellung von Stickstoffsauerstoffverbindungen. 18/4 06."
34,"193402. Salpetersäure-Industrie-Gesellschaft, G. m. b. H., Gelsenkirchen i/W. Verfahren zur Darstellung von Salpetersäure oder Stickstoffoxyd aus atmosphärischer Luft. 14/3 07. Für diese Anmeldung ist bei der Prüfung gemäß dem Übereinkommen mit Österreich-Ungarn vom 6/12 91 die Priorität auf Grund der Anmeldung in Österreich vom 3/4 06 anerkannt."
35,"193410. Weilnböck, Georg, Wels, Zellnerhof, Österr.; Vertr.: F. Stockbauer, Passau, Bayern. Verfahren zur getrennten Gewinnung von Sauerstoff und Stickstoff aus der atmosphärischen Luft. 23/10 06."
36,"193559. Jaubert, George François, Paris; Vertr.: O. Stedentopf, Pat.-Anw., Berlin S.W. 68. Verfahren zur Darstellung eines aktiven Sauerstoff enthaltenden Produktes. 15/6 04. Für diese Anmeldung ist bei der Prüfung gemäß dem Unionsvertrage vom 20/3 83 die Priorität auf dem Unionsvertrage vom 14/12 00"
