id,entry,complete_patent,patent_id,name,location,description,date
26,"VON SCHLEMMER, A. Mechanisch kontinuirlich arbeitender Malzdarr-Wendeapparat. 10. Juli 1877. P. R. 1523.",1,1523,"VON SCHLEMMER, A.",NaN,Mechanisch kontinuirlich arbeitender Malzdarr-Wendeapparat.,10. Juli 1877.
27,"BOLETTE, J. S. Maschine zum Trocknen von Wolle und anderen Faserstoffen. 29. September 1877. P. R. 1530.",1,1530,"BOLETTE, J. S.",NaN,Maschine zum Trocknen von Wolle und anderen Faserstoffen.,29. September 1877.
28,"SCHAEFER, F. Ventilirte mechanische Darre. 11. Januar 1878. P. R. 2194.",1,2194,"SCHAEFER, F.",NaN,Ventilirte mechanische Darre.,11. Januar 1878.
29,"REYNOLDS, A. J. Darre für Obst und andere Produkte. 9. März 1878. P. R. 2429.",1,2429,"REYNOLDS, A. J.",NaN,Darre für Obst und andere Produkte.,9. März 1878.
30,"CORRON, C. Schleuder zum Trocknen von Gespinnsten in Stränen. 5. März 1878. P. R. 2481.",1,2481,"CORRON, C.",NaN,Schleuder zum Trocknen von Gespinnsten in Stränen.,5. März 1878.
31,"NOBACK & FRITZE, BRÜDER und JECMEN, J. Neuerungen an mechanischen Darren und Wendeapparaten. 31. März 1878. P. R. 2487.",1,2487,"NOBACK & FRITZE, BRÜDER und JECMEN, J.",NaN,Neuerungen an mechanischen Darren und Wendeapparaten.,31. März 1878.
32,"SIEBOLD, H., BRANDT, J. & V. NAWROCKI, G. W. Mechanischer Trockenapparat. 19. September 1877. P. R. 2493.",1,2493,"SIEBOLD, H., BRANDT, J. & V. NAWROCKI, G. W.",NaN,Mechanischer Trockenapparat.,19. September 1877.
33,"BECK, F. Neuerungen an Darrhorden, bestehend in der Anbringung von Knöpfen an den Seiten der Stäbe. 3. April 1878. P. R. 2647.",1,2647,"BECK, F.",NaN,"Neuerungen an Darrhorden, bestehend in der Anbringung von Knöpfen an den Seiten der Stäbe.",3. April 1878.
34,"MÜHLBERG, R. Kaffeeröstvorrichtung mit beweglichen Horden. 19. März 1878. P. R. 2729.",1,2729,"MÜHLBERG, R.",NaN,Kaffeeröstvorrichtung mit beweglichen Horden.,19. März 1878.
35,"WEISBACH, C. H. Durchlochte Arme an rotirenden Garntrockenmaschinen mit Luftzug. 18. August 1877. P. R. 2737.",1,2737,"WEISBACH, C. H.",NaN,Durchlochte Arme an rotirenden Garntrockenmaschinen mit Luftzug.,18. August 1877.
36,"SUDHOFF, W. genannt: GREVE. Trockenvorrichtung für Pulver und Chemikalien. 23. Januar 1878. P. R. 2757.",1,2757,"SUDHOFF, W. genannt: GREVE.",NaN,Trockenvorrichtung für Pulver und Chemikalien.,23. Januar 1878.
37,"HUNDHAUSEN, E. Darre für Cichorien und Rüben. 13. April 1878. P. R. 2774.",1,2774,"HUNDHAUSEN, E.",NaN,Darre für Cichorien und Rüben.,13. April 1878.
38,"KRUDEWIG, M. Vertikale Jalousiendarre mit besonderer Luftzirkulation. 28. März 1878. P. R. 2977.",1,2977,"KRUDEWIG, M.",NaN,Vertikale Jalousiendarre mit besonderer Luftzirkulation.,28. März 1878.
39,"DONATH, J. C. und DONATH, J. T., in Firma: GEBR. DONATH und MEISSNER, O. Rotirende Trockenmaschine. 21. März 1878. P. R. 3185.",1,3185,"DONATH, J. C. und DONATH, J. T., in Firma: GEBR. DONATH und MEISSNER, O.",NaN,Rotirende Trockenmaschine.,21. März 1878.
40,SÄCHSISCHE MASCHINENFABRIK. Trockenmaschine für Holzstoffpappe. 21. April 1878. P. R. 3201.,1,3201,SÄCHSISCHE MASCHINENFABRIK.,NaN,Trockenmaschine für Holzstoffpappe.,21. April 1878.
41,"STEINECKER, A. Etagendarre mit stellbarem Heissluft- und Dunstabzug. 17. Mai 1878. P. R. 3490.",1,3490,"STEINECKER, A.",NaN,Etagendarre mit stellbarem Heissluft- und Dunstabzug.,17. Mai 1878.
42,"SCHROEDER, Dr., F. H. Neuerung an Centrifugen zum Aufhängen von Gefäfsen. 17. März 1878. P. R. 3659.",1,3659,"SCHROEDER, Dr., F. H.",NaN,Neuerung an Centrifugen zum Aufhängen von Gefäfsen.,17. März 1878.
43,"BÖGEL, C. Innere Einrichtung von Schleudertrommeln. 17. Juli 1877. P. R. 3756.",1,3756,"BÖGEL, C.",NaN,Innere Einrichtung von Schleudertrommeln.,17. Juli 1877.
44,"FULLER, L. K. Verfahren zum Trocknen. 9. April 1878. P. R. 3857.",1,3857,"FULLER, L. K.",NaN,Verfahren zum Trocknen.,9. April 1878.
45,"SELWIG & LANGE. Neuerungen in der Konstruktion der Schleudern, bestehend in der Anwendung eines aus Schmiedeeisen oder Stahlblech hergestellten Untersatzes. 23. Juli 1878. P. R. 4255.",1,4255,SELWIG & LANGE.,NaN,"Neuerungen in der Konstruktion der Schleudern, bestehend in der Anwendung eines aus Schmiedeeisen oder Stahlblech hergestellten Untersatzes.",23. Juli 1878.
46,"NOKE, H. E. Trocken- und Darrapparat mit rotirenden Trommeln. Zusatzpatent zu P. R. 1432. 30. Mai 1878. P. R. 4297.",1,4297,"NOKE, H. E.",NaN,Trocken- und Darrapparat mit rotirenden Trommeln.,30. Mai 1878.
47,"SARTORI, K. Vorrichtung zum Rühren und Fortbewegen feinkörniger Mineralien auf ebenen Flächen behufs Trocknung und Röstung. 25. Mai 1878. P. R. 4295.",1,4295,"SARTORI, K.",NaN,Vorrichtung zum Rühren und Fortbewegen feinkörniger Mineralien auf ebenen Flächen behufs Trocknung und Röstung.,25. Mai 1878.
