id,entry,patent_id,name,location,description,date
17,"161844. Lanston Monotype Machine Company, Philadelphia; Vertr.: A. du Bois-Reymond u. M. Wagner, Pat.-Anwälte, Berlin S.W. 13. Vorrichtung zum Verriegeln des ſekundären Einſtellers an ſolchen Typen-Gieß- und Setzmaschinen, bei denen die Matrizen in einem Rahmen ſchachbrettartig angeordnet ſind. 16/12 03. — A 1246.",161844,Lanston Monotype Machine Company,Philadelphia,"Vorrichtung zum Verriegeln des ſekundären Einſtellers an ſolchen Typen-Gieß- und Setzmaschinen, bei denen die Matrizen in einem Rahmen ſchachbrettartig angeordnet ſind",16/12 03
18,"162397. Heinze, Carl, Duisburg a/Rh., Musfeldſtr. 15. Parallel-Schließzeug für Buchdruckformen, mit in Vertiefungen der ſenkrecht greifenden Schließſtege einſchwenkeln. 11/2 04. — A 1349.",162397,"Heinze, Carl","Duisburg a/Rh., Musfeldſtr. 15","Parallel-Schließzeug für Buchdruckformen, mit in Vertiefungen der ſenkrecht greifenden Schließſtege einſchwenkeln",11/2 04
19,"162825. Wagner & Brand, Frankfurt a/M. Elektromagneiſche Unterbrechungsvorrichtung für mechaniſch wirkende Verteilungsvorrichtungen. 10/11 03. — A 1491.",162825,Wagner & Brand,Frankfurt a/M,Elektromagneiſche Unterbrechungsvorrichtung für mechaniſch wirkende Verteilungsvorrichtungen,10/11 03
20,"162915. Elektrizitäts-Akt.-Geſ. vormals Schuckert & Co., Nürnberg. Vorrichtung an Einzellettern-Gießmaſchinen zum Gießen von Ausſchlußſtücken verſchiedener Höhe. 28/6 04. — A 1491.",162915,Elektrizitäts-Akt.-Geſ. vormals Schuckert & Co.,Nürnberg,Vorrichtung an Einzellettern-Gießmaſchinen zum Gießen von Ausſchlußſtücken verſchiedener Höhe,28/6 04
21,"163336. Monoline, Maſchinenfabrik, Akt.-Geſ., Berlin. Ablegevorrichtung für die Matrizenſtäbe an Matrizenſetzmaſchinen. 6/10 03. — A 1537.",163336,"Monoline, Maſchinenfabrik, Akt.-Geſ.",Berlin,Ablegevorrichtung für die Matrizenſtäbe an Matrizenſetzmaſchinen,6/10 03
22,"163768. Dannenberg, Hermann, Leipzig-Anger, Karlſtr. 12. Verfahren, um das Steigen des Durchſchuſſes an Druckformen zu verhindern. 31/12 04. — A 1665.",163768,"Dannenberg, Hermann","Leipzig-Anger, Karlſtr. 12","Verfahren, um das Steigen des Durchſchuſſes an Druckformen zu verhindern",31/12 04
23,"164140 (†). Rogers, John Raphael, New-York; Vertr.: C. Fehlert, G. Loubier, Fr. Harmſen u. A. Büttner, Pat.-Anwälte, Berlin S.W. 61. Vorrichtung zum ſelbſttätigen Verſtellen des Matrizenträgers zwiſchen der Gießform und dem ſchwingenden Druckrahmen an Zeilengießmaſchinen. 22/8 03. — A 1761.",164140,"Rogers, John Raphael",New-York,Vorrichtung zum ſelbſttätigen Verſtellen des Matrizenträgers zwiſchen der Gießform und dem ſchwingenden Druckrahmen an Zeilengießmaſchinen,22/8 03
24,"164141. Mäurer & Schneider, Nürnberg-Tullnau. Schließzeug für Buchdruckformen, bei welchem die bewegliche Schließbacke durch eine nicht verſchiebbare, mittels Schlüſſels gedrehte Platte mit ſchneckenförmiger Nut unmittelbar angetrieben wird. 16/7 04. — A 1665.",164141,Mäurer & Schneider,Nürnberg-Tullnau,"Schließzeug für Buchdruckformen, bei welchem die bewegliche Schließbacke durch eine nicht verſchiebbare, mittels Schlüſſels gedrehte Platte mit ſchneckenförmiger Nut unmittelbar angetrieben wird",16/7 04
25,"164299. Rambach, Paul, Halle a/S, Steg 10. Tragbares Geſtell zum Aufbewahren und Transportieren von Schriftſatz in Kolumnen. 25/8 04. — A 1704.",164299,"Rambach, Paul","Halle a/S, Steg 10",Tragbares Geſtell zum Aufbewahren und Transportieren von Schriftſatz in Kolumnen,25/8 04
26,"164781. Cornwall, George Rockwell, Rye, New-York;",164781,"Cornwall, George Rockwell","Rye, New-York",NaN,NaN
