id,entry,patent_id,name,location,description,date
22,"257 532 (†). Zarlatti, Umberto, Mailand; Vertr.: R. Deißler, Dr G. Döllner, M. Seiler, E. Maemecke u. Dipl.-Ing. W. Hildebrandt, Pat.-Anwälte, Berlin S.W. 61. Verfahren zur Vergaſung kleinſtaubförmiger Brennſtoffe in Gaserzeugern. 14/5 11. — A 660. Priorität aus der Anmeldung in Italien vom 14/5 10 anerkannt.",257532,"Zarlatti, Umberto",Mailand,Verfahren zur Vergaſung kleinſtaubförmiger Brennſtoffe in Gaserzeugern,14/5 11
23,"258 018 (†). Alſton, Charles Henry Thomas, u. Percival Turner, London; Vertr.: H. Neubart, Berlin S.W. 61. Vorrichtung zur Regelung der Dampfzuführung in das Zugrohr von Gaserzeugern. 27/2 12. — A 762.",258018,"Alſton, Charles Henry Thomas, u. Percival Turner",London,Vorrichtung zur Regelung der Dampfzuführung in das Zugrohr von Gaserzeugern,27/2 12
24,"258 238. Kerpely, K. von, Anton, Wien; Vertr.: L. Glaser, D. Hering u. E. Peiß, Pat.-Anwälte, Berlin S.W. 68. Schachtabſchluß für mit höherer Windpreſſung arbeitende Drehroſtgaserzeuger; Zuſ. z. Pat. 242 017. 23/12 11. — A 816.",258238,"Kerpely, K. von, Anton",Wien,Schachtabſchluß für mit höherer Windpreſſung arbeitende Drehroſtgaserzeuger,23/12 11
25,"258 442. Heinecke, Ernſt, Wernigerode a/Harz. Gaserzeuger mit zylindriſchem Schacht. 9/3 12. — A 866.",258442,"Heinecke, Ernſt",Wernigerode a/Harz,Gaserzeuger mit zylindriſchem Schacht,9/3 12
26,"258 988. Grundhöfer, Wilhelm, Willich, Bahnhofſtr. 3. Einrichtung zur Ermöglichung eines ununterbrochenen Betriebes bei Druckgaserzeugern. 5/12 11. — A 968.",258988,"Grundhöfer, Wilhelm","Willich, Bahnhofſtr. 3",Einrichtung zur Ermöglichung eines ununterbrochenen Betriebes bei Druckgaserzeugern,5/12 11
27,"259 448. Pineau, H. Etienne, Nantes; Vertr.: Dipl.-Ing. H. Caminer, Pat.-Anw., Berlin S.W. 68. Einrichtung zur Verhinderung des Zuſammenbackens des Brennſtoffes in dem Brennſtoff-Einführungsrohr von Gaserzeugern mit Unterbeſchickung. 6/6 12. — A 1075.",259448,"Pineau, H. Etienne",Nantes,Einrichtung zur Verhinderung des Zuſammenbackens des Brennſtoffes in dem Brennſtoff-Einführungsrohr von Gaserzeugern mit Unterbeſchickung,6/6 12
28,"260 856 (†). Climie, William, Borrowſtounneß, Linlithgowſhire, Schottl.; Vertr.: H. Neubart, Pat.-Anw., Berlin S.W. 61. Gaserzeuger. 5/9 11. — A 1326.",260856,"Climie, William","Borrowſtounneß, Linlithgowſhire, Schottl.",Gaserzeuger,5/9 11
29,"260 952. Glasgow, Arthur Graham, Richmond, V.St.A.; Vertr.: C. Fehle, G. Loubier, F. Harmſen, A. Büttner u. E. Meißner, Pat.-Anwälte, Berlin S.W. 61. Waſſergasanlage. 15/8 11. — A 1380.",260952,"Glasgow, Arthur Graham","Richmond, V.St.A.",Waſſergasanlage,15/8 11
30,"261 048. Ragot, Eugène, Bettincourt, u. Paul Pierre-Hervotte, Fointaine-l'Evêque, Frankr.; Vertr.: R. Deißler, Dr G. Döllner, M. Seiler, E. Maemecke u. Dipl.-Ing. W. Hildebrandt, Pat.-Anwälte, Berlin S.W. 61. Gaserzeuger mit Waſſerverſchluß am unteren Schachtende und unteren Gasabzug. 4/11 11. — A 1380.",261048,"Ragot, Eugène, u. Paul Pierre-Hervotte","Bettincourt, u. Fointaine-l'Evêque, Frankr.",Gaserzeuger mit Waſſerverſchluß am unteren Schachtende und unteren Gasabzug,4/11 11
31,"263 672. Goehß, Hermann, Hannover-Döhren, Willmerſtr. 14. Drehroſt für Gaserzeuger. 2/8 12. — A 1881.",263672,"Goehß, Hermann","Hannover-Döhren, Willmerſtr. 14",Drehroſt für Gaserzeuger,2/8 12
