id,entry,patent_id,name,location,description,date
11,"42041. — WING, L. J., und TH. A. RICHARDS in New-York, V. St. A.; Vertreter: BRYDGES & CO. in Berlin SW., Königgrätzerstrafse 101. Dampfmaschine mit schwingenden Cylindern. 24. Mai 1887.",42041,"WING, L. J., und TH. A. RICHARDS","New-York, V. St. A.",Dampfmaschine mit schwingenden Cylindern,24. Mai 1887
12,"(†) 42211. — FRENZEL, CH. F., in Chemnitz, Brückenstrafse 18. Befestigung von Cylinderdeckeln. 4. August 1887.",42211,"FRENZEL, CH. F.","Chemnitz, Brückenstrafse 18",Befestigung von Cylinderdeckeln,4. August 1887
13,"42238. — CRAIG, W., in Brooklyn, V. St. A.; Vertreter: F. ENGEL in Hamburg. Kondensator für direkt wirkende Dampfpumpen und Dampfmaschinen. 10. Juni 1887.",42238,"CRAIG, W.","Brooklyn, V. St. A.",Kondensator für direkt wirkende Dampfpumpen und Dampfmaschinen,10. Juni 1887
14,"42433. — SMITH, E. ST., und R. V. PIERCE in Buffalo, New-York, V. St. A.; Vertreter: WIRTH & CO. in Frankfurt a. M. Halbkugelige Dampfmaschine. 20. Juli 1887.",42433,"SMITH, E. ST., und R. V. PIERCE","Buffalo, New-York, V. St. A.",Halbkugelige Dampfmaschine,20. Juli 1887
15,"42582. — LEUTERT, E., in Halle a. S.-Giebichenstein. Trapezschieber-Steuerung. 26. August 1887.",42582,"LEUTERT, E.",Halle a. S.-Giebichenstein,Trapezschieber-Steuerung,26. August 1887
16,"42583. — SCHMIDT, WILH., in Halberstadt, Plantagenstrafse 8. Neuerung an einem mit dem Dampferzeuger verbundenen Kleinmotor. (Zusatz zum Patent 40162.) 1. September 1887.",42583,"SCHMIDT, WILH.","Halberstadt, Plantagenstrafse 8",Neuerung an einem mit dem Dampferzeuger verbundenen Kleinmotor,1. September 1887
17,"(†) 42781. — KRUMBHORN, E., in Aachen. Dampfabsperrvorrichtung für Dampfmaschinen. 10. Juni 1887.",42781,"KRUMBHORN, E.",Aachen,Dampfabsperrvorrichtung für Dampfmaschinen,10. Juni 1887
18,"(†) 42787. — HENZE JR., J., und A. TÜRPE in Dresden. Steuerung für die Dampfeinlafsschieber an rotirenden Maschinen mit radialen Fallschiebern. 29. Juni 1887.",42787,"HENZE JR., J., und A. TÜRPE",Dresden,Steuerung für die Dampfeinlafsschieber an rotirenden Maschinen mit radialen Fallschiebern,29. Juni 1887
19,"42813. — SCHMIDT, W., in Halberstadt, Plantagenstrafse 8. Mechanismus zur Regelung der Dampfzuströmung bei Dampfmaschinen. (I. Zusatz zum Patent 39574.) 17. September 1887.",42813,"SCHMIDT, W.","Halberstadt, Plantagenstrafse 8",Mechanismus zur Regelung der Dampfzuströmung bei Dampfmaschinen,17. September 1887
20,"(†) 42820. — MORRISON, J. J., in Oliveria, J. W. JUDY in Farmersville, W. T. HICKS in Terrell, Texas, V. St. A.; Vertreter: F. C. GLASER, Königl. Kommissionsrath in Berlin SW., Lindenstr. 80. Dampfmaschine mit drei Kolben. 5. Oktober 1886.",42820,"MORRISON, J. J., J. W. JUDY, W. T. HICKS","Oliveria, Farmersville, Terrell, Texas, V. St. A.",Dampfmaschine mit drei Kolben,5. Oktober 1886
21,"42831. — SIEPERMANN, A., in Barmen-Wichlinghausen. Zwangläufige Steuerung für Dampfmaschinen. 29. September 1887.",42831,"SIEPERMANN, A.",Barmen-Wichlinghausen,Zwangläufige Steuerung für Dampfmaschinen,29. September 1887
22,"42832. — SPIES SÖHNE, FRDR., in Barmen. Zwangläufige Ventilsteuerung. 2. Oktober 1887.",42832,"SPIES SÖHNE, FRDR.",Barmen,Zwangläufige Ventilsteuerung,2. Oktober 1887
23,"42863. — SEIFFERT, K., in Leipzig, Thalstrafse Nr. 25 II. Zwangläufige Ventilsteuerung. 14. September 1887.",42863,"SEIFFERT, K.","Leipzig, Thalstrafse Nr. 25 II",Zwangläufige Ventilsteuerung,14. September 1887
24,"42878. — SCHMIDT, W., in Halberstadt, Plantagenstrafse 8. Mechanismus zur Regelung der Dampfzuströmung bei Dampfmaschinen. (II. Zusatz zum Patent 39574.) 17. September 1887.",42878,"SCHMIDT, W.","Halberstadt, Plantagenstrafse 8",Mechanismus zur Regelung der Dampfzuströmung bei Dampfmaschinen,17. September 1887
25,"42886. — WISKE, F., in Barum bei Braunschweig. Auslafssteuerung an Dampfmaschinen. 2. August 1887.",42886,"WISKE, F.",Barum bei Braunschweig,Auslafssteuerung an Dampfmaschinen,2. August 1887
26,"42930. — MAACK, G., in Köln. Hammer-Anordnung bei TREMPER'schen Regularapparaten. 9. September 1887.",42930,"MAACK, G.",Köln,Hammer-Anordnung bei TREMPER'schen Regularapparaten,9. September 1887
27,"(†) 43016. — KLEIN, J., Frankenthaler Maschinen- und Armatur-Fabrik in Frankenthal, Rheinpfalz. Steuerung für sogenannte Duplex-Dampfpumpen. 20. August 1887.",43016,"KLEIN, J., Frankenthaler Maschinen- und Armatur-Fabrik","Frankenthal, Rheinpfalz",Steuerung für sogenannte Duplex-Dampfpumpen,20. August 1887
28,"43051. — RAITHEL, E., in Berneck. Dampfmotor für Dreiräder. 30. August 1887.",43051,"RAITHEL, E.",Berneck,Dampfmotor für Dreiräder,30. August 1887
29,"43188. — MUELLER, O. H., in Gmunden; Vertreter: F. ENGEL in Hamburg. Dampfmaschine mit drei- oder vierstufiger Expansion. 13. Juli 1887.",43188,"MUELLER, O. H.",Gmunden,Dampfmaschine mit drei- oder vierstufiger Expansion,13. Juli 1887
30,"43224. — BÖHNER, LUD., in Nürnberg. Drehbares, vom Regulator beeinfluſstes Präzisionsventil für Dampfmaschinen. 14. Mai 1887.",43224,"BÖHNER, LUD.",Nürnberg,"Drehbares, vom Regulator beeinfluſstes Präzisionsventil für Dampfmaschinen",14. Mai 1887
31,"43339. — MÖLLER, K. & TH., in Kupferhammer bei Brackwede i. W. Steuerung von Maschinen mittels des Arbeitskolbens. (IV. Zusatz zum Patent 39953.) 19. Juli 1887.",43339,"MÖLLER, K. & TH.",Kupferhammer bei Brackwede i. W.,Steuerung von Maschinen mittels des Arbeitskolbens,19. Juli 1887
32,"43353. — LAUGALL, M. H., in Berlin N., Fennstrafse 21. Vom Regulator beeinfluſster Regulirapparat für Dampfmaschinen. 26. Oktober 1887.",43353,"LAUGALL, M. H.","Berlin N., Fennstrafse 21",Vom Regulator beeinfluſster Regulirapparat für Dampfmaschinen,26. Oktober 1887
33,"(†) 43496. — RADEMACHER, J., in Berlin, Elsasserstrafse 29, und F. VOSS in Köln a. Rh., Venloerstrafse 14. Expansions-Regulirapparat für Dampfmaschinen. 25. Mai 1887.",43496,"RADEMACHER, J., und F. VOSS","Berlin, Elsasserstrafse 29, und Köln a. Rh., Venloerstrafse 14",Expansions-Regulirapparat für Dampfmaschinen,25. Mai 1887
34,"43575. — PFAFF, C., Professor in Wien IX., Währingerstrafse 59; Vertreter: Firma CARL PIEPER in Berlin SW., Gneisenaustrafse 110. Präzisionssteuerung für Dampfmaschinen. 23. Juli 1887.",43575,"PFAFF, C.","Wien IX., Währingerstrafse 59",Präzisionssteuerung für Dampfmaschinen,23. Juli 1887
