id,entry,patent_id,name,location,description,date
12,"76176. Crippin, W., Manchester; Vertr.: A. Mühle u. W. Ziolecki, Berlin W., Friedrichſtr. 78. Apparat zum Waſchen, Entfetten, Bleichen und Färben von Textilſtoffen. 21/5 93. — A 771.",76176,"Crippin, W.",Manchester,"Apparat zum Waſchen, Entfetten, Bleichen und Färben von Textilſtoffen",21/5 93
13,"76206. Gutherlet, H. W., Buchholz i/S. Verfahren zur Herſtellung von geſchmolzenen Sargornamenten aus Atlas, Sammt, Seide u. ſ. w. oder Imitation in Verbindung mit Gold-, Silber- oder anderem Metallpapier. 30/7 93. — A 680.",76206,"Gutherlet, H. W.",Buchholz i/S,"Verfahren zur Herſtellung von geſchmolzenen Sargornamenten aus Atlas, Sammt, Seide u. ſ. w. oder Imitation in Verbindung mit Gold-, Silber- oder anderem Metallpapier",30/7 93
14,"76212. Radeck, D., Polsnitz b/Freiburg i/Schl. Druckwalze für Garnfärbe- und Schlicht-Maſchinen. 9/12 93. — A 700.",76212,"Radeck, D.",Polsnitz b/Freiburg i/Schl,Druckwalze für Garnfärbe- und Schlicht-Maſchinen,9/12 93
15,"76234. Caſſella, Leopold, & Co., Frankfurt a/M. Verfahren zur Herſtellung von farbigen Netzmuſtern auf Azofarbenſtoffgrund. 31/8 92. — A 829.",76234,"Caſſella, Leopold, & Co.",Frankfurt a/M,Verfahren zur Herſtellung von farbigen Netzmuſtern auf Azofarbenſtoffgrund,31/8 92
16,"(†) 76292. Hoffmann, L., Plauen i/V. Verfahren zur Herſtellung von luft- und waſchechtem Schablonen-Buntdruck. 25/9 92. — A 746.",76292,"Hoffmann, L.",Plauen i/V,Verfahren zur Herſtellung von luft- und waſchechtem Schablonen-Buntdruck,25/9 92
17,"76337. Clavel, A., Basel, Schweiz; Vertr.: F. Wirth u. Dr. R. Wirth, Frankfurt a/M. Maſchine zum Färben von Garn in Strähnen. 7/7 93. — A 746.",76337,"Clavel, A.","Basel, Schweiz",Maſchine zum Färben von Garn in Strähnen,7/7 93
18,"76338. Scharrer, C., Heidenheim a/d. Brenz. Reinigungsmaſchine für Gewebe u. Bänder od. dgl. mit durch ſich parallel zur Achſe befeſtigten Klopfſtäben. 14/7 93. — A 746.",76338,"Scharrer, C.",Heidenheim a/d. Brenz,Reinigungsmaſchine für Gewebe u. Bänder od. dgl. mit durch ſich parallel zur Achſe befeſtigten Klopfſtäben,14/7 93
19,"76515. Mora, F., Mailand; Vertr.: H. Pataky u. W. Pataky Berlin N.W., Luiſenſtr. 25. Verfahren zur Herſtellung imitirter Ledertapete aus Baumwollſtoff. 2/9 93. — A 759.",76515,"Mora, F.",Mailand,Verfahren zur Herſtellung imitirter Ledertapete aus Baumwollſtoff,2/9 93
20,"76525. Gantenberg, F. W., Aue i/S. Bügelmaſchine für unebene und koniſche Wäſcheſtücke. 27/1 94. — A 759.",76525,"Gantenberg, F. W.",Aue i/S,Bügelmaſchine für unebene und koniſche Wäſcheſtücke,27/1 94
21,"76540. Graegers chemisch-technische Fabrik, Mühlhauſen i/Th. Verfahren zum Walken von Gewebſtoffen. 21/4 93. — A 829.",76540,Graegers chemisch-technische Fabrik,Mühlhauſen i/Th,Verfahren zum Walken von Gewebſtoffen,21/4 93
22,"76743. Cramby, M., Bradford, Engl.; Vertr.: F. Wirth u. Dr. R. Wirth, Frankfurt a/M. Maſchine zum Zerſchneiden von Geweben u. ſ. w. zu Muſterabſchnitten. 18/1 94. — A 759.",76743,"Cramby, M.","Bradford, Engl.",Maſchine zum Zerſchneiden von Geweben u. ſ. w. zu Muſterabſchnitten,18/1 94
23,"76812. Sarferd, H., Chemnitz, Zwickauerſtr. 100. Dekatirmaſchine mit freiſendem Dekatircylinder. 6/4 92. — A 857.",76812,"Sarferd, H.","Chemnitz, Zwickauerſtr. 100",Dekatirmaſchine mit freiſendem Dekatircylinder,6/4 92
24,"76836. Forstmann, C., Bocholt. Rauhmaſchine mit ſich parallel zur Drehachſe verſchiedenen Rauhwalzen. 15/12 93. — A 759.",76836,"Forstmann, C.",Bocholt,Rauhmaſchine mit ſich parallel zur Drehachſe verſchiedenen Rauhwalzen,15/12 93
25,"(*) 77062. Neumann, W., Gera, Neuſtädter Markt 2. Apparat für Plüſchweberei beſtimmt, bei welchem der im Plüſchweberei beſtimmten Kettenfäden. 8/4 92. — A 883.",77062,"Neumann, W.","Gera, Neuſtädter Markt 2","Apparat für Plüſchweberei beſtimmt, bei welchem der im Plüſchweberei beſtimmten Kettenfäden",8/4 92
26,"77097. Jacob, H., Argenteuil; Vertr.: C. Pataky Berlin S., Prinzenſtr. 100. Maſchine zur Herſtellung eines ſeidenartigen Glanzes auf Fäden durch Auftragen von Kollodium. 12/10 93. — A 883.",77097,"Jacob, H.",Argenteuil,Maſchine zur Herſtellung eines ſeidenartigen Glanzes auf Fäden durch Auftragen von Kollodium,12/10 93
27,"77098. Lucas, A., Pequetannoc, New-London, U. S. A.; Vertr.: G. Dedreux, München. Wickelbrett. 25/11 93. — A 857.",77098,"Lucas, A.","Pequetannoc, New-London, U. S. A.",Wickelbrett,25/11 93
28,"77117. Siemens & Halske, Berlin u. D. Referſtein ſen. u. F. Greiſenſtein jr., i/F. Greiſenſtein'ſche Appreturanſtalt, Greiſſenberg i/Schl. Bleichverfahren mittels künſtlicher Ozonnebel und ſchwacher Chlorbleichſalzlöſungen. 12/8 92. — A 983.",77117,"Siemens & Halske, u. D. Referſtein ſen. u. F. Greiſenſtein jr., i/F. Greiſenſtein'ſche Appreturanſtalt",Berlin u. Greiſſenberg i/Schl,Bleichverfahren mittels künſtlicher Ozonnebel und ſchwacher Chlorbleichſalzlöſungen,12/8 92
29,"77128. Kellner, Dr. C., Wien; Vertr.: C. Pieper u. H. Springmann, Berlin N.W., Hindersinſtr. 3. Elektrodensyſtem zur Zerlegung von Salzlöſungen für Bleichflüſſigkeiten. 23/9 93. — A 983.",77128,"Kellner, Dr. C.",Wien,Elektrodensyſtem zur Zerlegung von Salzlöſungen für Bleichflüſſigkeiten,23/9 93
30,"77219. Gantenberg, F. W., Aue i/S. Maſchine zum Ebnen und Glätten der Ränder von aus mehreren Stofflagen beſtehenden Wäſcheſtücken, insbeſondere Kragen, Manſchetten u. dgl. 12/1 94. — A 869.",77219,"Gantenberg, F. W.",Aue i/S,"Maſchine zum Ebnen und Glätten der Ränder von aus mehreren Stofflagen beſtehenden Wäſcheſtücken, insbeſondere Kragen, Manſchetten u. dgl",12/1 94
31,"77552. Farbwerke vorm. Meiſter Lucius & Brüning, Höchſt a/M. Verfahren zur Herſtellung von Farbſtoffen auf Wollwolle mit Hilfe der Sulfoſäuren der hydroxylirten und amidirten Naphtole bezw. der hydroxylirten Naphtylamine. 22/9 91. — A 958.",77552,Farbwerke vorm. Meiſter Lucius & Brüning,Höchſt a/M,Verfahren zur Herſtellung von Farbſtoffen auf Wollwolle mit Hilfe der Sulfoſäuren der hydroxylirten und amidirten Naphtole bezw. der hydroxylirten Naphtylamine,22/9 91
32,"77613. Crippin, W., Manchester; Vertr.: A. Mühle u. W. Ziolecki, Berlin W., Friedrichſtr. 78. Apparat zum Waſchen, Entfetten, Bleichen und Färben von Textilſtoffen mit in zwei einander entgegengeſetzten Richtungen durch das Material geführter Flotte od. dgl. 21/5 93. — A 958.",77613,"Crippin, W.",Manchester,"Apparat zum Waſchen, Entfetten, Bleichen und Färben von Textilſtoffen mit in zwei einander entgegengeſetzten Richtungen durch das Material geführter Flotte od. dgl",21/5 93
33,"77624. Knemeyer, H. W., Herford. Garnbürſtmaſchine. 15/10 93. — A 933.",77624,"Knemeyer, H. W.",Herford,Garnbürſtmaſchine,15/10 93
34,"77626. Maertens, C., Providence, R. St. A.; Vertr.: A. Baermann, Berlin W., Luiſenſtr. 43/44. Verfahren zum Färben und anderweiten Behandeln von Kammzug. 25/10 93. — A 958.",77626,"Maertens, C.","Providence, R. St. A.",Verfahren zum Färben und anderweiten Behandeln von Kammzug,25/10 93
35,"77645. Horz, A., Krefeld, Südſtr. 101. Kaſten zum Verpacken von Sammt, Plüſch und ähnlichen Stoffen. 24/1 94. — A 958.",77645,"Horz, A.","Krefeld, Südſtr. 101","Kaſten zum Verpacken von Sammt, Plüſch und ähnlichen Stoffen",24/1 94
36,"77655. Fabian, R., Groß=Schönau i/S. Maſchine zum Aufſockern und Trocknen von Garnſträhnen. 20/2 94. — A 958.",77655,"Fabian, R.",Groß=Schönau i/S,Maſchine zum Aufſockern und Trocknen von Garnſträhnen,20/2 94
37,"77658. Reffitt, F., Leeds, New-York; Vertr.: R. Worms, Berlin N., Oranienburgerſtr. 23. Apparat zum Färben von gewebten und gefilzten Waaren, ſowie von Garn in ausgebreitetem Zuſtande. 21/2 94. — A 959.",77658,"Reffitt, F.","Leeds, New-York","Apparat zum Färben von gewebten und gefilzten Waaren, ſowie von Garn in ausgebreitetem Zuſtande",21/2 94
38,"77664. Weiß-Frieß, Firma, Kingersheim, Kr. Mül-",77664,"Weiß-Frieß, Firma","Kingersheim, Kr. Mül-",NaN,NaN
